,Bird Class,Image Path,Image Size
292,Bulbul,Data/Bulbul/Red-vented Bulbul(30).jpeg,"(454, 660, 3)"
293,Bulbul,Data/Bulbul/Red-whiskered Bulbul(138).jpeg,"(486, 650, 3)"
294,Bulbul,Data/Bulbul/Red-whiskered Bulbul(180).jpeg,"(514, 600, 3)"
295,Bulbul,Data/Bulbul/Red-vented Bulbul(321).jpeg,"(600, 422, 3)"
296,Bulbul,Data/Bulbul/Red-vented Bulbul(364).jpeg,"(466, 376, 3)"
297,Bulbul,Data/Bulbul/Red-vented Bulbul(359).jpeg,"(397, 574, 3)"
298,Bulbul,Data/Bulbul/Red-whiskered Bulbul(105).jpeg,"(610, 367, 3)"
299,Bulbul,Data/Bulbul/Red-whiskered Bulbul(140).jpeg,"(640, 347, 3)"
300,Bulbul,Data/Bulbul/Red-vented Bulbul(8).jpeg,"(504, 660, 3)"
301,Bulbul,Data/Bulbul/Red-whiskered Bulbul(48).jpeg,"(462, 660, 3)"
302,Bulbul,Data/Bulbul/Red-vented Bulbul(145).jpeg,"(536, 660, 3)"
303,Bulbul,Data/Bulbul/Red-vented Bulbul(48).jpeg,"(495, 660, 3)"
304,Bulbul,Data/Bulbul/Red-vented Bulbul(100).jpeg,"(521, 660, 3)"
305,Bulbul,Data/Bulbul/Red-vented Bulbul(244).jpeg,"(600, 556, 3)"
306,Bulbul,Data/Bulbul/Red-vented Bulbul(201).jpeg,"(600, 464, 3)"
307,Bulbul,Data/Bulbul/Red-whiskered Bulbul(121).jpeg,"(600, 435, 3)"
308,Bulbul,Data/Bulbul/Red-whiskered Bulbul(164).jpeg,"(397, 650, 3)"
309,Bulbul,Data/Bulbul/Red-vented Bulbul(338).jpeg,"(571, 650, 3)"
310,Bulbul,Data/Bulbul/Red-whiskered Bulbul(1).jpeg,"(548, 660, 3)"
311,Bulbul,Data/Bulbul/Red-whiskered Bulbul(199).jpeg,"(489, 584, 3)"
312,Bulbul,Data/Bulbul/Red-vented Bulbul(260).jpeg,"(488, 650, 3)"
313,Bulbul,Data/Bulbul/Red-vented Bulbul(225).jpeg,"(488, 650, 3)"
314,Bulbul,Data/Bulbul/Red-vented Bulbul(91).jpeg,"(441, 660, 3)"
315,Bulbul,Data/Bulbul/Red-whiskered Bulbul(91).jpeg,"(471, 658, 3)"
316,Bulbul,Data/Bulbul/?Red-vented Bulbul(112).jpeg,"(455, 660, 3)"
317,Bulbul,Data/Bulbul/Red-whiskered Bulbul(29).jpeg,"(509, 660, 3)"
318,Bulbul,Data/Bulbul/Red-vented Bulbul(29).jpeg,"(483, 660, 3)"
319,Bulbul,Data/Bulbul/Red-vented Bulbul(161).jpeg,"(509, 660, 3)"
320,Bulbul,Data/Bulbul/Red-vented Bulbul(124).jpeg,"(575, 660, 3)"
321,Bulbul,Data/Bulbul/suban_Red_vented_bulbul6.jpg,"(569, 640, 3)"
322,Bulbul,Data/Bulbul/Red-whiskered Bulbul(14).jpeg,"(440, 660, 3)"
323,Bulbul,Data/Bulbul/Red-whiskered Bulbul(51).jpeg,"(505, 660, 3)"
324,Bulbul,Data/Bulbul/Red-vented Bulbul(119).jpeg,"(528, 660, 3)"
325,Bulbul,Data/Bulbul/suban_Red_whiskered_bulbul12.jpg,"(480, 640, 3)"
326,Bulbul,Data/Bulbul/Red-vented Bulbul(51).jpeg,"(610, 660, 3)"
327,Bulbul,Data/Bulbul/Red-vented Bulbul(14).jpeg,"(602, 578, 3)"
328,Bulbul,Data/Bulbul/Red-vented Bulbul(218).jpeg,"(438, 650, 3)"
329,Bulbul,Data/Bulbul/Red-vented Bulbul(305).jpeg,"(600, 505, 3)"
330,Bulbul,Data/Bulbul/Red-vented Bulbul(340).jpeg,"(512, 600, 3)"
331,Bulbul,Data/Bulbul/Red-whiskered Bulbul(159).jpeg,"(499, 650, 3)"
332,Bulbul,Data/Bulbul/Red-whiskered Bulbul(16).jpeg,"(495, 660, 3)"
333,Bulbul,Data/Bulbul/Red-whiskered Bulbul(53).jpeg,"(610, 387, 3)"
334,Bulbul,Data/Bulbul/Red-vented Bulbul(53).jpeg,"(495, 660, 3)"
335,Bulbul,Data/Bulbul/Red-vented Bulbul(16).jpeg,"(558, 660, 3)"
336,Bulbul,Data/Bulbul/Red-vented Bulbul(307).jpeg,"(515, 650, 3)"
337,Bulbul,Data/Bulbul/Red-vented Bulbul(342).jpeg,"(600, 526, 3)"
338,Bulbul,Data/Bulbul/suban_Red_whiskered_bulbul10.jpg,"(480, 640, 3)"
339,Bulbul,Data/Bulbul/suban_Red_vented_bulbul4.jpg,"(640, 537, 3)"
340,Bulbul,Data/Bulbul/Red-whiskered Bulbul(3).jpeg,"(469, 660, 3)"
341,Bulbul,Data/Bulbul/Red-whiskered Bulbul(123).jpeg,"(478, 650, 3)"
342,Bulbul,Data/Bulbul/Red-whiskered Bulbul(166).jpeg,"(600, 476, 3)"
343,Bulbul,Data/Bulbul/Red-vented Bulbul(163).jpeg,"(555, 660, 3)"
344,Bulbul,Data/Bulbul/Red-vented Bulbul(126).jpeg,"(600, 450, 3)"
345,Bulbul,Data/Bulbul/Red-vented Bulbul(93).jpeg,"(600, 468, 3)"
346,Bulbul,Data/Bulbul/Red-whiskered Bulbul(93).jpeg,"(456, 660, 3)"
347,Bulbul,Data/Bulbul/Red-vented Bulbul(262).jpeg,"(541, 650, 3)"
348,Bulbul,Data/Bulbul/Red-vented Bulbul(227).jpeg,"(600, 545, 3)"
349,Bulbul,Data/Bulbul/Red-whiskered Bulbul(107).jpeg,"(610, 640, 3)"
350,Bulbul,Data/Bulbul/Red-whiskered Bulbul(142).jpeg,"(600, 413, 3)"
351,Bulbul,Data/Bulbul/Red-vented Bulbul(246).jpeg,"(400, 600, 3)"
352,Bulbul,Data/Bulbul/Red-vented Bulbul(203).jpeg,"(600, 463, 3)"
353,Bulbul,Data/Bulbul/Red-vented Bulbul(147).jpeg,"(600, 520, 3)"
354,Bulbul,Data/Bulbul/Red-vented Bulbul(102).jpeg,"(495, 660, 3)"
355,Bulbul,Data/Bulbul/Red-whiskered Bulbul(32).jpeg,"(440, 660, 3)"
356,Bulbul,Data/Bulbul/Red-whiskered Bulbul(77).jpeg,"(600, 627, 3)"
357,Bulbul,Data/Bulbul/Red-vented Bulbul(77).jpeg,"(600, 461, 3)"
358,Bulbul,Data/Bulbul/Red-vented Bulbul(32).jpeg,"(495, 660, 3)"
359,Bulbul,Data/Bulbul/Red-vented Bulbul(286).jpeg,"(488, 650, 3)"
360,Bulbul,Data/Bulbul/Red-vented Bulbul(187).jpeg,"(600, 616, 3)"
361,Bulbul,Data/Bulbul/Red-vented Bulbul(323).jpeg,"(601, 563, 3)"
362,Bulbul,Data/Bulbul/Red-whiskered Bulbul(182).jpeg,"(600, 550, 3)"
363,Bulbul,Data/Bulbul/Red-vented Bulbul(143).jpeg,"(600, 469, 3)"
364,Bulbul,Data/Bulbul/Red-vented Bulbul(106).jpeg,"(610, 380, 3)"
365,Bulbul,Data/Bulbul/Red-vented Bulbul(242).jpeg,"(458, 650, 3)"
366,Bulbul,Data/Bulbul/Red-vented Bulbul(207).jpeg,"(505, 660, 3)"
367,Bulbul,Data/Bulbul/Red-whiskered Bulbul(103).jpeg,"(600, 643, 3)"
368,Bulbul,Data/Bulbul/Red-whiskered Bulbul(146).jpeg,"(600, 418, 3)"
369,Bulbul,Data/Bulbul/Red-vented Bulbul(327).jpeg,"(594, 508, 3)"
370,Bulbul,Data/Bulbul/Red-vented Bulbul(362).jpeg,"(375, 504, 3)"
371,Bulbul,Data/Bulbul/Red-whiskered Bulbul(186).jpeg,"(500, 600, 3)"
372,Bulbul,Data/Bulbul/Red-vented Bulbul(183).jpeg,"(459, 660, 3)"
373,Bulbul,Data/Bulbul/Red-whiskered Bulbul(36).jpeg,"(610, 449, 3)"
374,Bulbul,Data/Bulbul/Red-whiskered Bulbul(73).jpeg,"(600, 585, 3)"
375,Bulbul,Data/Bulbul/Red-vented Bulbul(73).jpeg,"(474, 660, 3)"
376,Bulbul,Data/Bulbul/Red-vented Bulbul(36).jpeg,"(610, 458, 3)"
377,Bulbul,Data/Bulbul/Red-vented Bulbul(282).jpeg,"(600, 418, 3)"
378,Bulbul,Data/Bulbul/Red-vented Bulbul(303).jpeg,"(600, 400, 3)"
379,Bulbul,Data/Bulbul/Red-vented Bulbul(346).jpeg,"(488, 482, 3)"
380,Bulbul,Data/Bulbul/Red-whiskered Bulbul(12).jpeg,"(459, 660, 3)"
381,Bulbul,Data/Bulbul/Red-whiskered Bulbul(57).jpeg,"(610, 660, 3)"
382,Bulbul,Data/Bulbul/Red-vented Bulbul(57).jpeg,"(549, 660, 3)"
383,Bulbul,Data/Bulbul/Red-vented Bulbul(12).jpeg,"(495, 660, 3)"
384,Bulbul,Data/Bulbul/suban_Red_vented_bulbul0.jpg,"(480, 640, 3)"
385,Bulbul,Data/Bulbul/Red-vented Bulbul(97).jpeg,"(600, 565, 3)"
386,Bulbul,Data/Bulbul/Red-whiskered Bulbul(97).jpeg,"(480, 640, 3)"
387,Bulbul,Data/Bulbul/?Red-vented Bulbul(114).jpeg,"(486, 660, 3)"
388,Bulbul,Data/Bulbul/suban_Red_whiskered_bulbul14.jpg,"(640, 555, 3)"
389,Bulbul,Data/Bulbul/Red-vented Bulbul(266).jpeg,"(600, 577, 3)"
390,Bulbul,Data/Bulbul/Red-vented Bulbul(223).jpeg,"(488, 650, 3)"
391,Bulbul,Data/Bulbul/Red-vented Bulbul(167).jpeg,"(610, 458, 3)"
392,Bulbul,Data/Bulbul/Red-vented Bulbul(122).jpeg,"(580, 650, 3)"
393,Bulbul,Data/Bulbul/Red-whiskered Bulbul(127).jpeg,"(546, 650, 3)"
394,Bulbul,Data/Bulbul/Red-whiskered Bulbul(162).jpeg,"(600, 553, 3)"
395,Bulbul,Data/Bulbul/Red-whiskered Bulbul(7).jpeg,"(495, 660, 3)"
396,Bulbul,Data/Bulbul/Red-whiskered Bulbul(68).jpeg,"(419, 660, 3)"
397,Bulbul,Data/Bulbul/Red-vented Bulbul(165).jpeg,"(480, 640, 3)"
398,Bulbul,Data/Bulbul/Red-vented Bulbul(68).jpeg,"(495, 660, 3)"
399,Bulbul,Data/Bulbul/Red-vented Bulbul(120).jpeg,"(471, 660, 3)"
400,Bulbul,Data/Bulbul/Red-vented Bulbul(299).jpeg,"(437, 650, 3)"
401,Bulbul,Data/Bulbul/Red-vented Bulbul(264).jpeg,"(522, 656, 3)"
402,Bulbul,Data/Bulbul/Red-vented Bulbul(221).jpeg,"(465, 650, 3)"
403,Bulbul,Data/Bulbul/Red-vented Bulbul(95).jpeg,"(610, 521, 3)"
404,Bulbul,Data/Bulbul/Red-vented Bulbul(198).jpeg,"(460, 660, 3)"
405,Bulbul,Data/Bulbul/Red-whiskered Bulbul(95).jpeg,"(480, 640, 3)"
406,Bulbul,Data/Bulbul/Red-whiskered Bulbul(5).jpeg,"(495, 660, 3)"
407,Bulbul,Data/Bulbul/Red-whiskered Bulbul(125).jpeg,"(463, 650, 3)"
408,Bulbul,Data/Bulbul/suban_Red_whiskered_bulbul16.jpg,"(554, 640, 3)"
409,Bulbul,Data/Bulbul/Red-whiskered Bulbul(160).jpeg,"(600, 436, 3)"
410,Bulbul,Data/Bulbul/Red-whiskered Bulbul(118).jpeg,"(600, 488, 3)"
411,Bulbul,Data/Bulbul/suban_Red_vented_bulbul2.jpg,"(480, 640, 3)"
412,Bulbul,Data/Bulbul/Red-vented Bulbul(301).jpeg,"(469, 628, 3)"
413,Bulbul,Data/Bulbul/Red-vented Bulbul(344).jpeg,"(439, 640, 3)"
414,Bulbul,Data/Bulbul/Red-vented Bulbul(259).jpeg,"(433, 650, 3)"
415,Bulbul,Data/Bulbul/Red-whiskered Bulbul(10).jpeg,"(610, 488, 3)"
416,Bulbul,Data/Bulbul/Red-whiskered Bulbul(55).jpeg,"(600, 502, 3)"
417,Bulbul,Data/Bulbul/Red-vented Bulbul(55).jpeg,"(440, 660, 3)"
418,Bulbul,Data/Bulbul/Red-vented Bulbul(158).jpeg,"(472, 660, 3)"
419,Bulbul,Data/Bulbul/Red-vented Bulbul(10).jpeg,"(570, 660, 3)"
420,Bulbul,Data/Bulbul/Red-whiskered Bulbul(184).jpeg,"(502, 628, 3)"
421,Bulbul,Data/Bulbul/Red-vented Bulbul(325).jpeg,"(600, 558, 3)"
422,Bulbul,Data/Bulbul/Red-vented Bulbul(360).jpeg,"(598, 395, 3)"
423,Bulbul,Data/Bulbul/Red-whiskered Bulbul(179).jpeg,"(600, 537, 3)"
424,Bulbul,Data/Bulbul/Red-vented Bulbul(280).jpeg,"(360, 640, 3)"
425,Bulbul,Data/Bulbul/Red-whiskered Bulbul(34).jpeg,"(600, 488, 3)"
426,Bulbul,Data/Bulbul/Red-whiskered Bulbul(71).jpeg,"(490, 660, 3)"
427,Bulbul,Data/Bulbul/Red-vented Bulbul(139).jpeg,"(600, 467, 3)"
428,Bulbul,Data/Bulbul/Red-vented Bulbul(71).jpeg,"(600, 450, 3)"
429,Bulbul,Data/Bulbul/Red-vented Bulbul(34).jpeg,"(495, 660, 3)"
430,Bulbul,Data/Bulbul/Red-vented Bulbul(181).jpeg,"(497, 660, 3)"
431,Bulbul,Data/Bulbul/Red-vented Bulbul(238).jpeg,"(453, 600, 3)"
432,Bulbul,Data/Bulbul/Red-vented Bulbul(240).jpeg,"(465, 650, 3)"
433,Bulbul,Data/Bulbul/Red-vented Bulbul(205).jpeg,"(600, 481, 3)"
434,Bulbul,Data/Bulbul/Red-vented Bulbul(141).jpeg,"(376, 660, 3)"
435,Bulbul,Data/Bulbul/Red-vented Bulbul(104).jpeg,"(495, 660, 3)"
436,Bulbul,Data/Bulbul/Red-whiskered Bulbul(101).jpeg,"(600, 497, 3)"
437,Bulbul,Data/Bulbul/Red-whiskered Bulbul(144).jpeg,"(602, 549, 3)"
438,Bulbul,Data/Bulbul/Red-whiskered Bulbul(200).jpeg,"(429, 588, 3)"
439,Bulbul,Data/Bulbul/Red-vented Bulbul(318).jpeg,"(448, 650, 3)"
440,Bulbul,Data/Bulbul/Red-vented Bulbul(127).jpeg,"(480, 640, 3)"
441,Bulbul,Data/Bulbul/Red-vented Bulbul(162).jpeg,"(480, 640, 3)"
442,Bulbul,Data/Bulbul/Red-vented Bulbul(92).jpeg,"(450, 660, 3)"
443,Bulbul,Data/Bulbul/Red-whiskered Bulbul(92).jpeg,"(489, 660, 3)"
444,Bulbul,Data/Bulbul/Red-vented Bulbul(226).jpeg,"(411, 650, 3)"
445,Bulbul,Data/Bulbul/Red-vented Bulbul(263).jpeg,"(600, 450, 3)"
446,Bulbul,Data/Bulbul/Red-whiskered Bulbul(2).jpeg,"(460, 660, 3)"
447,Bulbul,Data/Bulbul/suban_White_cheeked_bulbul2.jpg,"(480, 640, 3)"
448,Bulbul,Data/Bulbul/Red-whiskered Bulbul(167).jpeg,"(500, 650, 3)"
449,Bulbul,Data/Bulbul/Red-whiskered Bulbul(122).jpeg,"(600, 450, 3)"
450,Bulbul,Data/Bulbul/Red-vented Bulbul(343).jpeg,"(474, 600, 3)"
451,Bulbul,Data/Bulbul/Red-vented Bulbul(306).jpeg,"(476, 650, 3)"
452,Bulbul,Data/Bulbul/Red-whiskered Bulbul(52).jpeg,"(469, 660, 3)"
453,Bulbul,Data/Bulbul/Red-whiskered Bulbul(17).jpeg,"(495, 660, 3)"
454,Bulbul,Data/Bulbul/Red-vented Bulbul(17).jpeg,"(495, 660, 3)"
455,Bulbul,Data/Bulbul/Red-vented Bulbul(52).jpeg,"(495, 660, 3)"
456,Bulbul,Data/Bulbul/Red-vented Bulbul(322).jpeg,"(600, 562, 3)"
457,Bulbul,Data/Bulbul/Red-whiskered Bulbul(183).jpeg,"(424, 628, 3)"
458,Bulbul,Data/Bulbul/Red-whiskered Bulbul(76).jpeg,"(472, 660, 3)"
459,Bulbul,Data/Bulbul/Red-whiskered Bulbul(33).jpeg,"(600, 575, 3)"
460,Bulbul,Data/Bulbul/Red-vented Bulbul(33).jpeg,"(600, 488, 3)"
461,Bulbul,Data/Bulbul/Red-vented Bulbul(76).jpeg,"(495, 660, 3)"
462,Bulbul,Data/Bulbul/Red-vented Bulbul(287).jpeg,"(533, 635, 3)"
463,Bulbul,Data/Bulbul/Red-vented Bulbul(186).jpeg,"(590, 660, 3)"
464,Bulbul,Data/Bulbul/Red-vented Bulbul(202).jpeg,"(572, 650, 3)"
465,Bulbul,Data/Bulbul/Red-vented Bulbul(247).jpeg,"(541, 650, 3)"
466,Bulbul,Data/Bulbul/Red-vented Bulbul(103).jpeg,"(495, 660, 3)"
467,Bulbul,Data/Bulbul/Red-vented Bulbul(146).jpeg,"(574, 660, 3)"
468,Bulbul,Data/Bulbul/suban_Red_whiskered_bulbul0.jpg,"(480, 640, 3)"
469,Bulbul,Data/Bulbul/Red-whiskered Bulbul(143).jpeg,"(546, 650, 3)"
470,Bulbul,Data/Bulbul/Red-whiskered Bulbul(106).jpeg,"(600, 595, 3)"
471,Bulbul,Data/Bulbul/Red-vented Bulbul(9).jpeg,"(451, 660, 3)"
472,Bulbul,Data/Bulbul/Red-whiskered Bulbul(49).jpeg,"(456, 660, 3)"
473,Bulbul,Data/Bulbul/Red-vented Bulbul(49).jpeg,"(600, 630, 3)"
474,Bulbul,Data/Bulbul/Red-vented Bulbul(101).jpeg,"(511, 660, 3)"
475,Bulbul,Data/Bulbul/Red-vented Bulbul(144).jpeg,"(570, 660, 3)"
476,Bulbul,Data/Bulbul/Red-vented Bulbul(200).jpeg,"(505, 660, 3)"
477,Bulbul,Data/Bulbul/Red-vented Bulbul(245).jpeg,"(420, 650, 3)"
478,Bulbul,Data/Bulbul/suban_Red_whiskered_bulbul2.jpg,"(480, 640, 3)"
479,Bulbul,Data/Bulbul/Red-vented Bulbul(358).jpeg,"(400, 570, 3)"
480,Bulbul,Data/Bulbul/Red-whiskered Bulbul(141).jpeg,"(600, 437, 3)"
481,Bulbul,Data/Bulbul/Red-whiskered Bulbul(104).jpeg,"(592, 480, 3)"
482,Bulbul,Data/Bulbul/Red-whiskered Bulbul(139).jpeg,"(460, 650, 3)"
483,Bulbul,Data/Bulbul/Red-whiskered Bulbul(181).jpeg,"(379, 580, 3)"
484,Bulbul,Data/Bulbul/Red-vented Bulbul(365).jpeg,"(313, 500, 3)"
485,Bulbul,Data/Bulbul/Red-vented Bulbul(320).jpeg,"(555, 650, 3)"
486,Bulbul,Data/Bulbul/Red-vented Bulbul(89).jpeg,"(415, 660, 3)"
487,Bulbul,Data/Bulbul/Red-vented Bulbul(184).jpeg,"(531, 660, 3)"
488,Bulbul,Data/Bulbul/Red-whiskered Bulbul(89).jpeg,"(504, 660, 3)"
489,Bulbul,Data/Bulbul/Red-vented Bulbul(278).jpeg,"(527, 640, 3)"
490,Bulbul,Data/Bulbul/Red-vented Bulbul(285).jpeg,"(600, 447, 3)"
491,Bulbul,Data/Bulbul/Red-whiskered Bulbul(74).jpeg,"(600, 565, 3)"
492,Bulbul,Data/Bulbul/Red-whiskered Bulbul(31).jpeg,"(572, 660, 3)"
493,Bulbul,Data/Bulbul/Red-vented Bulbul(179).jpeg,"(514, 650, 3)"
494,Bulbul,Data/Bulbul/Red-vented Bulbul(31).jpeg,"(495, 660, 3)"
495,Bulbul,Data/Bulbul/Red-vented Bulbul(74).jpeg,"(480, 660, 3)"
496,Bulbul,Data/Bulbul/Red-vented Bulbul(341).jpeg,"(433, 600, 3)"
497,Bulbul,Data/Bulbul/Red-vented Bulbul(304).jpeg,"(600, 540, 3)"
498,Bulbul,Data/Bulbul/Red-whiskered Bulbul(158).jpeg,"(556, 650, 3)"
499,Bulbul,Data/Bulbul/Red-whiskered Bulbul(50).jpeg,"(452, 650, 3)"
500,Bulbul,Data/Bulbul/Red-whiskered Bulbul(15).jpeg,"(440, 660, 3)"
501,Bulbul,Data/Bulbul/Red-vented Bulbul(15).jpeg,"(610, 596, 3)"
502,Bulbul,Data/Bulbul/Red-vented Bulbul(118).jpeg,"(521, 660, 3)"
503,Bulbul,Data/Bulbul/Red-vented Bulbul(50).jpeg,"(600, 562, 3)"
504,Bulbul,Data/Bulbul/Red-vented Bulbul(219).jpeg,"(440, 660, 3)"
505,Bulbul,Data/Bulbul/Red-vented Bulbul(224).jpeg,"(600, 457, 3)"
506,Bulbul,Data/Bulbul/Red-vented Bulbul(261).jpeg,"(640, 403, 3)"
507,Bulbul,Data/Bulbul/Red-vented Bulbul(90).jpeg,"(467, 660, 3)"
508,Bulbul,Data/Bulbul/suban_Red_vented_bulbul18.jpg,"(594, 640, 3)"
509,Bulbul,Data/Bulbul/Red-whiskered Bulbul(90).jpeg,"(423, 650, 3)"
510,Bulbul,Data/Bulbul/?Red-vented Bulbul(113).jpeg,"(455, 660, 3)"
511,Bulbul,Data/Bulbul/suban_White_cheeked_bulbul0.jpg,"(480, 640, 3)"
512,Bulbul,Data/Bulbul/Red-whiskered Bulbul(28).jpeg,"(600, 615, 3)"
513,Bulbul,Data/Bulbul/Red-vented Bulbul(125).jpeg,"(513, 660, 3)"
514,Bulbul,Data/Bulbul/Red-vented Bulbul(28).jpeg,"(545, 660, 3)"
515,Bulbul,Data/Bulbul/Red-vented Bulbul(160).jpeg,"(495, 660, 3)"
516,Bulbul,Data/Bulbul/Red-whiskered Bulbul(165).jpeg,"(600, 504, 3)"
517,Bulbul,Data/Bulbul/Red-whiskered Bulbul(120).jpeg,"(600, 536, 3)"
518,Bulbul,Data/Bulbul/Red-vented Bulbul(339).jpeg,"(600, 514, 3)"
519,Bulbul,Data/Bulbul/Red-whiskered Bulbul(198).jpeg,"(393, 589, 3)"
520,Bulbul,Data/Bulbul/Red-vented Bulbul(258).jpeg,"(486, 650, 3)"
521,Bulbul,Data/Bulbul/Red-whiskered Bulbul(54).jpeg,"(440, 660, 3)"
522,Bulbul,Data/Bulbul/Red-whiskered Bulbul(11).jpeg,"(495, 660, 3)"
523,Bulbul,Data/Bulbul/Red-vented Bulbul(159).jpeg,"(600, 442, 3)"
524,Bulbul,Data/Bulbul/Red-vented Bulbul(11).jpeg,"(495, 660, 3)"
525,Bulbul,Data/Bulbul/Red-vented Bulbul(54).jpeg,"(475, 660, 3)"
526,Bulbul,Data/Bulbul/Red-whiskered Bulbul(119).jpeg,"(441, 650, 3)"
527,Bulbul,Data/Bulbul/Red-vented Bulbul(345).jpeg,"(618, 558, 3)"
528,Bulbul,Data/Bulbul/Red-vented Bulbul(300).jpeg,"(453, 640, 3)"
529,Bulbul,Data/Bulbul/Red-whiskered Bulbul(4).jpeg,"(541, 660, 3)"
530,Bulbul,Data/Bulbul/Red-whiskered Bulbul(161).jpeg,"(597, 650, 3)"
531,Bulbul,Data/Bulbul/Red-whiskered Bulbul(124).jpeg,"(485, 650, 3)"
532,Bulbul,Data/Bulbul/Red-whiskered Bulbul(69).jpeg,"(462, 650, 3)"
533,Bulbul,Data/Bulbul/Red-vented Bulbul(69).jpeg,"(495, 660, 3)"
534,Bulbul,Data/Bulbul/Red-vented Bulbul(121).jpeg,"(510, 650, 3)"
535,Bulbul,Data/Bulbul/Red-vented Bulbul(164).jpeg,"(478, 660, 3)"
536,Bulbul,Data/Bulbul/Red-vented Bulbul(298).jpeg,"(452, 650, 3)"
537,Bulbul,Data/Bulbul/Red-vented Bulbul(220).jpeg,"(497, 650, 3)"
538,Bulbul,Data/Bulbul/Red-vented Bulbul(265).jpeg,"(476, 650, 3)"
539,Bulbul,Data/Bulbul/Red-vented Bulbul(199).jpeg,"(600, 483, 3)"
540,Bulbul,Data/Bulbul/Red-vented Bulbul(94).jpeg,"(502, 660, 3)"
541,Bulbul,Data/Bulbul/Red-whiskered Bulbul(94).jpeg,"(504, 660, 3)"
542,Bulbul,Data/Bulbul/Red-whiskered Bulbul(145).jpeg,"(600, 441, 3)"
543,Bulbul,Data/Bulbul/Red-whiskered Bulbul(100).jpeg,"(610, 660, 3)"
544,Bulbul,Data/Bulbul/Red-vented Bulbul(319).jpeg,"(371, 495, 3)"
545,Bulbul,Data/Bulbul/Red-vented Bulbul(204).jpeg,"(600, 516, 3)"
546,Bulbul,Data/Bulbul/Red-vented Bulbul(241).jpeg,"(600, 625, 3)"
547,Bulbul,Data/Bulbul/Red-vented Bulbul(105).jpeg,"(577, 660, 3)"
548,Bulbul,Data/Bulbul/Red-vented Bulbul(140).jpeg,"(442, 640, 3)"
549,Bulbul,Data/Bulbul/Red-vented Bulbul(281).jpeg,"(600, 579, 3)"
550,Bulbul,Data/Bulbul/Red-whiskered Bulbul(70).jpeg,"(539, 660, 3)"
551,Bulbul,Data/Bulbul/Red-whiskered Bulbul(35).jpeg,"(610, 490, 3)"
552,Bulbul,Data/Bulbul/Red-vented Bulbul(35).jpeg,"(610, 458, 3)"
553,Bulbul,Data/Bulbul/Red-vented Bulbul(138).jpeg,"(477, 650, 3)"
554,Bulbul,Data/Bulbul/Red-vented Bulbul(70).jpeg,"(495, 660, 3)"
555,Bulbul,Data/Bulbul/suban_Red_whiskered_bulbul6.jpg,"(480, 640, 3)"
556,Bulbul,Data/Bulbul/Red-vented Bulbul(180).jpeg,"(505, 660, 3)"
557,Bulbul,Data/Bulbul/Red-vented Bulbul(239).jpeg,"(453, 650, 3)"
558,Bulbul,Data/Bulbul/Red-whiskered Bulbul(185).jpeg,"(452, 640, 3)"
559,Bulbul,Data/Bulbul/Red-vented Bulbul(361).jpeg,"(406, 600, 3)"
560,Bulbul,Data/Bulbul/Red-vented Bulbul(324).jpeg,"(600, 565, 3)"
561,Bulbul,Data/Bulbul/Red-whiskered Bulbul(178).jpeg,"(387, 640, 3)"
562,Bulbul,Data/Bulbul/Red-vented Bulbul(182).jpeg,"(466, 660, 3)"
563,Bulbul,Data/Bulbul/Red-whiskered Bulbul(72).jpeg,"(433, 650, 3)"
564,Bulbul,Data/Bulbul/Red-whiskered Bulbul(37).jpeg,"(469, 660, 3)"
565,Bulbul,Data/Bulbul/Red-vented Bulbul(37).jpeg,"(496, 660, 3)"
566,Bulbul,Data/Bulbul/Red-vented Bulbul(72).jpeg,"(456, 660, 3)"
567,Bulbul,Data/Bulbul/Red-vented Bulbul(283).jpeg,"(600, 491, 3)"
568,Bulbul,Data/Bulbul/suban_Red_whiskered_bulbul4.jpg,"(480, 640, 3)"
569,Bulbul,Data/Bulbul/Red-vented Bulbul(363).jpeg,"(397, 324, 3)"
570,Bulbul,Data/Bulbul/Red-vented Bulbul(326).jpeg,"(427, 650, 3)"
571,Bulbul,Data/Bulbul/Red-whiskered Bulbul(187).jpeg,"(608, 475, 3)"
572,Bulbul,Data/Bulbul/Red-whiskered Bulbul(147).jpeg,"(600, 446, 3)"
573,Bulbul,Data/Bulbul/Red-whiskered Bulbul(102).jpeg,"(610, 360, 3)"
574,Bulbul,Data/Bulbul/Red-vented Bulbul(107).jpeg,"(610, 407, 3)"
575,Bulbul,Data/Bulbul/Red-vented Bulbul(142).jpeg,"(501, 660, 3)"
576,Bulbul,Data/Bulbul/Red-vented Bulbul(206).jpeg,"(594, 550, 3)"
577,Bulbul,Data/Bulbul/Red-vented Bulbul(243).jpeg,"(488, 650, 3)"
578,Bulbul,Data/Bulbul/Red-whiskered Bulbul(163).jpeg,"(560, 639, 3)"
579,Bulbul,Data/Bulbul/Red-whiskered Bulbul(126).jpeg,"(600, 521, 3)"
580,Bulbul,Data/Bulbul/Red-whiskered Bulbul(6).jpeg,"(590, 660, 3)"
581,Bulbul,Data/Bulbul/Red-vented Bulbul(96).jpeg,"(441, 660, 3)"
582,Bulbul,Data/Bulbul/Red-whiskered Bulbul(96).jpeg,"(480, 640, 3)"
583,Bulbul,Data/Bulbul/?Red-vented Bulbul(115).jpeg,"(513, 660, 3)"
